ID,Author,Title,Place,Publisher,begin,end,Form,"Link (Trove, Digitised Pamphlet etc.)",Word Count,Place,PlaceNoState,Latitiude,Longitude
335,Unknown,HOW THE DETECTIVES WORKED.,"Maryborough, QLD","Maryborough Chronicle, Wide Bay and Burnett Advertiser",22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/146879782,904,"Maryborough, QLD",Maryborough,-25.53655572,152.6985569
334,Unknown,WILLIAMS'S MOVEMENTS IN SYDNEY.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007833,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
333,Unknown,MRS. MATHERS’ LAST LETTER.,"Bendigo, VIC",The Bendigo Independent,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174510360,1421,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
332,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/1860166,521,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
331,Unknown,THE WINDSOR MURDER.,"Traralgon, VIC","The Gippsland Farmers' Journal and Traralgon, Heyfield and Rosedale News",22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/227988625,603,"Traralgon, VIC",Traralgon,-38.19488665,146.5376936
330,Unknown,The Windsor Tragedy.,"Narracoorte, SA",The Narracoorte Herald,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/146993535,1120,"Narracoorte, SA",Narracoorte,-36.9547617,140.7430565
329,Unknown,The Windsor Murder.,"Wagga Wagga, NSW",Wagga Wagga Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101859450,1789,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
328,Unknown,The Windsor Tragedy.,"Ipswich, QLD","Queensland Times, Ipswich Herald and General Advertiser",22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/123022265,1323,"Ipswich, QLD",Ipswich,-27.6231251,152.7598715
327,Unknown,WILLIAM'S CAREER IN SYDNEY.,"Sydney, NSW",Evening News,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113753375,3662,"Sydney, NSW",Sydney,-33.87041555,151.2408677
326,Unknown,DEEMING'S BOX FOUND.,"Camperdown, VIC",Camperdown Chronicle,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601087,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
325,Unknown,The Windsor Murder AND The Rainhill Butchery.,"Broken Hill, NSW",Barrier Miner,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44082290,782,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
324,Unknown,THE WINDSOR MURDERER.,"Bairnsdale, VIC",Bairnsdale Advertiser and Tambo and Omeo Chronicle,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/84818201,401,"Bairnsdale, VIC",Bairnsdale,-37.82456518,147.6307806
323,Unknown,WINDSOR MURDER,"Adelaide, SA",The Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816616,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
322,Unknown,FUNERAL OF THE VICTIMS.,"Bendigo, VIC",Bendigo Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016247,904,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
321,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13858567,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
320,Unknown,Important Information.,"Adelaide, SA",The Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816605,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
319,Unknown,SUPPOSED MOTIVE FOR THE RAINHILL MURDERS.,"Camperdown, VIC",Camperdown Chronicle,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/1860168,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
318,Unknown,WILLIAMS WELL-KNOWN IN ROCKHAMPTON.,"Bathurst, NSW",National Advocate,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/156654484,469,"Bathurst, NSW",Bathurst,-33.41482167,149.5778372
317,Unknown,THE IDENTIFICATION OF DEEMING.,"Perth, WA",The Daily News,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77390102,258,"Perth, WA",Perth,-31.80289259,115.9542027
316,Unknown,The Windsor Murder. (S. M. Herald.) WILLIAMS' CAREER IN ENGLAND AND THE COLONIES.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007831,2884,"Maitland, NSW",Maitland,-32.73155209,151.5509751
315,Unknown,Side-lights on the Story.,"Adelaide, SA",The Advertiser,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816586,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
314,Unknown,"Williams, The Windsor Murderer","Dubbo, NSW",Dubbo Dispatch and Wellington Independent,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/226757052,,"Dubbo, NSW",Dubbo,-32.24808711,148.6008275
313,Unknown,The Windsor Murder,"Perth, WA",The West Australian,22/03/1892,23/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033460/755899,,"Perth, WA",Perth,-31.80289259,115.9542027
345,Unknown,Deeming's Will,"Broken Hill, NSW",Barrier Miner,22/07/1892,23/07/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/44077361,1021,"Broken Hill, NSW",Broken Hill,-31.94283997,141.4559217
464,Unknown,THE WINDSOR MURDER.,"Hay, NSW","The Hay Standard and Advertiser for Balranald, Wentworth, Maude…",23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/144686947,1663,"Hay, NSW",Hay,-34.49806862,144.8347941
463,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8408229,5010,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
462,Unknown,The Windser Murder.,"Toowoomba, QLD",Western Star and Roma Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/97512113,2279,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
461,Unknown,THE ALIASES OF WILLIAMS.,"Warwick, QLD",Warwick Examiner and Times,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82217380,167,"Warwick, QLD",Warwick,-28.21486955,152.035176
460,Unknown,DEEMING'S VERSES.,"Melbourne, VIC",The Argus,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8408259,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
459,Unknown,HIS SWINDLING CAREER AT THE CAPE.,"Bendigo, VIC",Bendigo Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016258,3195,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
458,Unknown,EUROPEAN TELEGRAMS.,"Hobart, TAS",The Mercury,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738690,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
457,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Evening Journal,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204474752,4488,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
456,Unknown,Der Windsor Mörder.,"Adelaide, SA",Australische Zeitung,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/22918172,2843,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
455,Unknown,THE WINDSOR MURDER,"Adelaide, SA",The Express and Telegraph,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28325925,282,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
454,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033530,6391,"Perth, WA",Perth,-31.80289259,115.9542027
453,Unknown,A Letter from Mrs. Deeming.,"Adelaide, SA",The Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816675,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
452,Unknown,THE RAINHILL MURDERS.,"Mt Gambier, SA",Border Watch,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/7753061,357,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
451,Unknown,Williams's Career in Hull.,"Adelaide, SA",The Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816676,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
450,Unknown,Echoes.,"Cairns, QLD",Cairns Post,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39440896,315,"Cairns, QLD",Cairns,-16.88865979,145.7692671
449,Unknown,THE CAREER OF WILLIAMS.,"Toowoomba, QLD",Western Star and Roma Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/97512110,1782,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
448,Unknown,THE WINDSOR MURDER.,"Perth, WA",The Inquirer and Commercial News,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69703791,564,"Perth, WA",Perth,-31.80289259,115.9542027
447,Unknown,The Windsor Murderer.,"Toowoomba, QLD",Darling Downs Gazette,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/170727046,552,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
446,Unknown,The Windsor Tragedy.,"Warwick, QLD",Warwick Examiner and Times,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82217355,447,"Warwick, QLD",Warwick,-28.21486955,152.035176
445,Unknown,The WINDSOR MURDERER.,"Cootamundra, NSW",Cootamundra Herald,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138364777,3427,"Cootamundra, NSW",Cootamundra,-34.64196459,148.0219194
444,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",South Australian Register,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48217901,680,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
443,Unknown,A Synopsis.,"Adelaide, SA",The Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816689,725,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
442,Unknown,DEEMING'S CRIMINAL CAREER.,"Melbourne, VIC",The Herald,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242865050,1016,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
441,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539315,4502,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
440,Unknown,A Synopsis.,"Adelaide, SA",The Express and Telegraph,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28325911,775,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
439,Unknown,THE IDENTIFICATION OF DEEMING.,"Perth, WA",The Inquirer and Commercial News,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69703772,259,"Perth, WA",Perth,-31.80289259,115.9542027
438,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13846521,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
437,Unknown,[From another Correspondent.],"Adelaide, SA",South Australian Register,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48217837,2495,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
436,Unknown,[BY TELEGRAPH.] (FROM OUR CORRESPONDENTS.) THE IDENTIFICATION OF THE ACCUSED.,"Sydney, NSW",The Sydney Morning Herald,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13846523,4052,"Sydney, NSW",Sydney,-33.87041555,151.2408677
435,Unknown,MISS MATHER'S MARRIAGE CERTIFICATE FOUND.,"Castlemaine, VIC",Mount Alexander Mail,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200519517,1017,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
434,Unknown,THE WINDSOR MURDER,"Bourke, NSW",Western Herald,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/142597379,458,"Bourke, NSW",Bourke,-30.07919549,145.9514694
433,Unknown,Ward and Williams Identical.,"Adelaide, SA",The Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816673,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
432,Unknown,THE WINDSOR TRAGEDY.,"Crookwell, NSW",Crookwell Gazette,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/222160285,4338,"Crookwell, NSW",Crookwell,-34.45667723,149.4678013
431,Unknown,THE PRISONER BEFORE THE COURT.,"Bendigo, VIC",The Bendigo Independent,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174510373,288,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
430,Unknown,THE AUTUMN SHOW.,"Mt Gambier, SA",Border Watch,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77530083,2179,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
429,Unknown,THE WINDSOR MURDER.,"Adelaide, SA",The Advertiser,23/03/1892,24/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816681,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
2,Unknown,Murder,"Sydney, NSW",New South Wales Police Gazette and Weekly Record of Crime,23/03/1892,24/03/1892,Gazette,https://trove.nla.gov.au/newspaper/article/251639345,77,"Sydney, NSW",Sydney,-33.87041555,151.2408677
349,Unknown,The Windsor Murderer,"Beechworth, VIC",Ovens and Murray Advertiser,23/04/1892,24/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/199732814,,"Beechworth, VIC",Beechworth,-36.3602044,146.6892227
348,Unknown,Deeming in England,"Melbourne, VIC",The Australasian,23/04/1892,24/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138626137,,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
347,Unknown,The Rainhill Murders,"Wagga Wagga, NSW",Wagga Wagga Express,23/04/1892,24/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/145528666,,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
346,Unknown,The Deeming Murders,"Brisbane, QLD",The Queenslander,23/04/1892,24/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19823340,,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
351,Unknown,Deeming's Day of Doom,"Adelaide, SA",South Australian Register,23/05/1892,24/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48231492,,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
350,Unknown,The Late Frederick Deeming.,"Adelaide, SA",Evening Journal,23/05/1892,24/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204479480,688,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
352,Unknown,Deeming's Will,"Yackandandah, VIC",The Yackandandah Times,23/07/1892,24/07/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/144805474,,"Yackandandah, VIC",Yackandandah,-36.30405877,146.8333809
493,Unknown,UNEXPECTED DELAY.,"Bendigo, VIC",Bendigo Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016310,2715,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
492,Unknown,THE PRISONER AT PERTH.,"Ballarat, VIC",The Ballarat Star,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204323799,1030,"Ballarat, VIC",Ballarat,-37.56186088,143.8567497
491,Unknown,SECOND EDITION.,"Melbourne, VIC",The Argus,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8408380,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
490,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",Evening News,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113755017,615,"Sydney, NSW",Sydney,-33.87041555,151.2408677
489,Unknown,PROCEEDINGS IN COURT.,"Wagga Wagga, NSW",Wagga Wagga Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101859474,457,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
488,Unknown,WILLIAMS IN PERTH.,"Adelaide, SA",The Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816768,N/A,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
487,Unknown,DEEMING'S ORIGINAL CAREER.,"Echuca, VIC",The Riverine Herald,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/114697067,877,"Echuca, VIC",Echuca,-36.13173993,144.7541626
486,Unknown,NEWS FROM RAINHILL.,"Camperdown, VIC",Camperdown Chronicle,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601122,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
485,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033550,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
484,Unknown,"The Career off Williams, or Deeming.","Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007908,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
483,Unknown,DEEMING'S VERSES.,"Melbourne, VIC",The Argus,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8408370,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
482,Unknown,INTER-COLONIAL.,"Perth, WA",The W.A. Record,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/211974689,397,"Perth, WA",Perth,-31.80289259,115.9542027
481,Unknown,INTERVIEW WITH THE EX-GOVERNOR OF THE HULL GAOL.,"Brisbane, QLD",The Telegraph,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174044280,1265,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
480,Unknown,SUSPICIOUS BAGGAGE.,"Melbourne, VIC",The Herald,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242858509,443,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
479,Unknown,The Windsor Tragedy.,"Camperdown, VIC",Camperdown Chronicle,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/18601124,N/A,"Camperdown, VIC",Camperdown,-38.23406767,143.1473095
478,Unknown,DEEMING'S LIFE IN CANADA.,"Bendigo, VIC",Bendigo Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016318,72,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
477,Unknown,The Windsor Tragedy. (S. M. Herald.) PARTICULARS BY CABLE.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007934,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
476,Unknown,DEEMING'S CRIMINAL CAREER.,"Castlemaine, VIC",Mount Alexander Mail,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200515703,486,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
475,Unknown,DEEMIMG’S LIFE IN CANADA.,"Ballarat, VIC",The Ballarat Star,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204323800,1149,"Ballarat, VIC",Ballarat,-37.56186088,143.8567497
474,Unknown,THE WINDSOR MURDERER.,"Korumburra, VIC",Great Southern Advocate,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/21719367,1575,"Korumburra, VIC",Korumburra,-38.4300596,145.8239959
473,Unknown,MRS. DEEMING AND HER CHILDREN.,"Brisbane, QLD",The Telegraph,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174044236,982,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
472,Unknown,"PERTH, W.A.","Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007961,N/A,"Maitland, NSW",Maitland,-32.73155209,151.5509751
471,Unknown,DEEMING'S LIFE IN CANADA.,"Geelong, VIC",Geelong Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/149926794,70,"Geelong, VIC",Geelong,-38.15615697,144.3630346
470,Unknown,THE WINDSOR MURDER,"Adelaide, SA",The Advertiser,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816767,417,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
469,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13857254,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
468,Unknown,WILLIAMS POSES AS A LORD.,"Hobart, TAS",The Mercury,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738783,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
467,Unknown,DEEMING AGAIN BEFORE THE COURT.,"Bendigo, VIC",The Bendigo Independent,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174510455,1314,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
466,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539354,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
465,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8408359,4732,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
353,Unknown,THE NARRATIVE OF A MONSTROUS CAREER.,"Launceston, TAS",Daily Telegraph,24/03/1892,25/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153216504,2305,"Launceston, TAS",Launceston,-41.43860847,147.1365488
357,Unknown,Deeming's Exit,"Newcastle, NSW",Newcastle Morning Herald and Miners' Advocate,24/05/1892,25/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/140949363,,"Newcastle, NSW",Newcastle,-32.92750858,151.7833216
356,Unknown,Deeming's Will,"Sydney, NSW",The Sydney Morning Herald,24/05/1892,25/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13860835,,"Sydney, NSW",Sydney,-33.87041555,151.2408677
355,Unknown,Execution of Deeming,"Sydney, NSW",The Daily Telegraph,24/05/1892,25/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236177668,,"Sydney, NSW",Sydney,-33.87041555,151.2408677
354,Unknown,DEEMING'S CAREER.,"Sydney, NSW",The Sydney Morning Herald,24/05/1892,25/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13860833,1924,"Sydney, NSW",Sydney,-33.87041555,151.2408677
518,Unknown,THE WINDSOR MURDER.,"Brisbane, QLD",The Brisbane Courier,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539416,2258,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
517,Unknown,South African Career.,"Adelaide, SA",Evening Journal,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204474973,224,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
516,Unknown,AN IDENTIFICATION OF WILLIAMS AND DEEMING.,"Launceston, TAS",Daily Telegraph,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/153216438,993,"Launceston, TAS",Launceston,-41.43860847,147.1365488
515,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033625,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
514,Unknown,Windsor Murder.,"Brisbane, QLD",The Telegraph,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174045070,1966,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
513,Unknown,Deeming in Rockhampton.,"Rockhampton, QLD",The Daily Northern Argus,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/213404103,189,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
512,Unknown,(From the Melbourne papers.),"Launceston, TAS",Launceston Examiner,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39460911,589,"Launceston, TAS",Launceston,-41.43860847,147.1365488
511,Unknown,DEEMING AT ROCKHAMPTON.,"Rockhampton, QLD",Morning Bulletin,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/52431299,842,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
510,Unknown,LATEST TELEGRAMS.,"Darwin, NT",Northern Territory Times and Gazette,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/332178,N/A,"Darwin, NT",Darwin NT,-12.38292834,130.8485421
509,Unknown,EUROPEAN TELEGRAM[?],"Hobart, TAS",The Mercury,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738858,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
508,Unknown,MURDERER DEEMING.,"Mount Barker, SA",The Mount Barker Courier and Onkaparinga and Gumeracha Advertiser,25/03/1892,26/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/147622395,128,"Mount Barker, SA",Mount Barker,-35.06639465,138.8609345
