Placename,Filename,Filename.1,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,snippet,url,page_url
MARONG,LOCATION,18770117-346-88245513 (2 of 3).txt,MARONG,VIC,-36.72300204,144.13643059999998,100,346,THE LICENSED VICTUALLERS' BILL.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1877-01-17,Article,6482,N,3,"THE new Licensing Bill, according to Mr. C. D. Carter, the president of the Licensed Victuallers' Association, has already taken to evil courses. Like the true colonial",https://nla.gov.au/nla.news-article88245513,http://trove.nla.gov.au/newspaper/page/9118499
SANDHURST,LOCATION,18770117-346-88245513 (2 of 3).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,THE LICENSED VICTUALLERS' BILL.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1877-01-17,Article,6482,N,3,"THE new Licensing Bill, according to Mr. C. D. Carter, the president of the Licensed Victuallers' Association, has already taken to evil courses. Like the true colonial",https://nla.gov.au/nla.news-article88245513,http://trove.nla.gov.au/newspaper/page/9118499
INDIA,LOCATION,18770117-346-88245513 (3 of 3).txt,INDI,NSW,-36.24170576,148.0454677,100,346,THE LICENSED VICTUALLERS' BILL.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1877-01-17,Article,6482,N,3,"THE new Licensing Bill, according to Mr. C. D. Carter, the president of the Licensed Victuallers' Association, has already taken to evil courses. Like the true colonial",https://nla.gov.au/nla.news-article88245513,http://trove.nla.gov.au/newspaper/page/9118499
BRIDGEWATER,LOCATION,18850206-346-88532810 (1 of 1).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100,346,FIRE AT MOUNT MACEDON.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1885-02-06,Article,233,N,0,"The Herald says:—The shift of the wind on Wednesday directed the flames which had been burning fiercely on the western side of Mount Macedon, directly on to the houses occupied by",https://nla.gov.au/nla.news-article88532810,http://trove.nla.gov.au/newspaper/page/9068088
SANDHURST,LOCATION,18860106-346-88538002 (3 of 4).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,EXTENSIVE BUSH FIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1886-01-06,Article,627,N,0,"During the past two days very large bush-fires have been observed in the north-east. Of course fires of this kind are to be expected during hot seasons like the present, but the",https://nla.gov.au/nla.news-article88538002,http://trove.nla.gov.au/newspaper/page/9069047
WOODEND,LOCATION,18860106-346-88538002 (4 of 4).txt,WOODEND,QLD,-27.59871257,152.75167390000001,100,346,EXTENSIVE BUSH FIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1886-01-06,Article,627,N,0,"During the past two days very large bush-fires have been observed in the north-east. Of course fires of this kind are to be expected during hot seasons like the present, but the",https://nla.gov.au/nla.news-article88538002,http://trove.nla.gov.au/newspaper/page/9069047
GUNBOWER,LOCATION,18921229-346-88607680 (2 of 2).txt,GUNBOWER,VIC,-35.95693405,144.36644569999999,100,346,BUSH FIRE AT GUNBOWER AND COHUNA.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1892-12-29,Article,664,N,1,"Our Kerang correspondent in amplifying his telegraphic report of yesterday writes:—On Saturday last a bush fire of great magnitude broke out at Gunbower West, and extended to",https://nla.gov.au/nla.news-article88607680,http://trove.nla.gov.au/newspaper/page/9094645
MACORNA,LOCATION,18921229-346-88607680 (2 of 2).txt,MACORNA,VIC,-35.91655184,143.96419319999998,100,346,BUSH FIRE AT GUNBOWER AND COHUNA.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1892-12-29,Article,664,N,1,"Our Kerang correspondent in amplifying his telegraphic report of yesterday writes:—On Saturday last a bush fire of great magnitude broke out at Gunbower West, and extended to",https://nla.gov.au/nla.news-article88607680,http://trove.nla.gov.au/newspaper/page/9094645
GUNBOWER,LOCATION,18921229-346-88607680 (1 of 2).txt,GUNBOWER,VIC,-35.95693405,144.36644569999999,100,346,BUSH FIRE AT GUNBOWER AND COHUNA.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1892-12-29,Article,664,N,1,"Our Kerang correspondent in amplifying his telegraphic report of yesterday writes:—On Saturday last a bush fire of great magnitude broke out at Gunbower West, and extended to",https://nla.gov.au/nla.news-article88607680,http://trove.nla.gov.au/newspaper/page/9094645
MACORNA,LOCATION,18921229-346-88607680 (1 of 2).txt,MACORNA,VIC,-35.91655184,143.96419319999998,100,346,BUSH FIRE AT GUNBOWER AND COHUNA.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1892-12-29,Article,664,N,1,"Our Kerang correspondent in amplifying his telegraphic report of yesterday writes:—On Saturday last a bush fire of great magnitude broke out at Gunbower West, and extended to",https://nla.gov.au/nla.news-article88607680,http://trove.nla.gov.au/newspaper/page/9094645
BENDIGO,LOCATION,18921229-346-88607689 (1 of 10).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. BENDIGO, THURSDAY, DEC. 29, 1892. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1892-12-29,Article,4415,N,3,"WITH the progress of summer and consequent drying up of the grass in the northern parts of the colony, bush fires are becoming more frequent and each coming week is",https://nla.gov.au/nla.news-article88607689,http://trove.nla.gov.au/newspaper/page/9094644
BENDIGO,LOCATION,18921229-346-88607689 (2 of 10).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. BENDIGO, THURSDAY, DEC. 29, 1892. BUSH FIRES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1892-12-29,Article,4415,N,3,"WITH the progress of summer and consequent drying up of the grass in the northern parts of the colony, bush fires are becoming more frequent and each coming week is",https://nla.gov.au/nla.news-article88607689,http://trove.nla.gov.au/newspaper/page/9094644
MACEDON,LOCATION,18820325-346-88624575 (3 of 3).txt,MACEDON,VIC,-37.44498996,144.5824465,100,346,EXTENSIVE BUSHFIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1882-03-25,Article,594,N,0,"Although in ordinary years the latter end of the month of March is considered very late for bushfires, still they are at present burning in different parts of the country. Our own",https://nla.gov.au/nla.news-article88624575,http://trove.nla.gov.au/newspaper/page/9115648
SANDHURST,LOCATION,18820325-346-88624575 (3 of 3).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,EXTENSIVE BUSHFIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1882-03-25,Article,594,N,0,"Although in ordinary years the latter end of the month of March is considered very late for bushfires, still they are at present burning in different parts of the country. Our own",https://nla.gov.au/nla.news-article88624575,http://trove.nla.gov.au/newspaper/page/9115648
SANDHURST,LOCATION,18810128-346-88630314 (1 of 2).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. SANDHURST, FRIDAY, JAN. 23, 1881. THE GREAT SOUTHERN INQUEST.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-28,Article,5448,N,2,"IN commencing his address to the jury, after the evidence in the case of the Great Southern accident had been taken at the late inquest, the Coroner, Mr Strickland,",https://nla.gov.au/nla.news-article88630314,http://trove.nla.gov.au/newspaper/page/9125463
SANDHURST,LOCATION,18810128-346-88630314 (2 of 2).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. SANDHURST, FRIDAY, JAN. 23, 1881. THE GREAT SOUTHERN INQUEST.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-28,Article,5448,N,2,"IN commencing his address to the jury, after the evidence in the case of the Great Southern accident had been taken at the late inquest, the Coroner, Mr Strickland,",https://nla.gov.au/nla.news-article88630314,http://trove.nla.gov.au/newspaper/page/9125463
MARONG,LOCATION,18810204-346-88630543 (1 of 1).txt,MARONG,VIC,-36.72300204,144.13643059999998,100,346,ALIENATION OF STATE FORESTS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-02-04,Article,4274,N,3,"ANY attempts to curtail the areas of our state forests should be strongly and firmly resisted. Several have been made at various times, and in the case of the Egerton and",https://nla.gov.au/nla.news-article88630543,http://trove.nla.gov.au/newspaper/page/9125489
GUNBOWER,LOCATION,18801207-346-88640482 (2 of 2).txt,GUNBOWER,VIC,-35.95693405,144.36644569999999,100,346,"PANNOBAMAW[?]. (FROM OUR OWN CORRESPONDENT.) Saturday, 4th December.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1880-12-07,Article,357,N,1,"The weather during the early part of the week was beautifully fine and cool south winds prevailing, until Thursday when a hot-wind blew from the nort[?] which in the afternoon",https://nla.gov.au/nla.news-article88640482,http://trove.nla.gov.au/newspaper/page/9117558
GUNBOWER,LOCATION,18801207-346-88640482 (1 of 2).txt,GUNBOWER,VIC,-35.95693405,144.36644569999999,100,346,"PANNOBAMAW[?]. (FROM OUR OWN CORRESPONDENT.) Saturday, 4th December.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1880-12-07,Article,357,N,1,"The weather during the early part of the week was beautifully fine and cool south winds prevailing, until Thursday when a hot-wind blew from the nort[?] which in the afternoon",https://nla.gov.au/nla.news-article88640482,http://trove.nla.gov.au/newspaper/page/9117558
SHELBOURNE,LOCATION,18801228-346-88641090 (1 of 5).txt,SHELBOURNE,VIC,-36.88399111,144.0136977,100,346,BUSH FIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1880-12-28,Article,619,N,1,"An almost regular accompaniment in our Bummers are bush fires, and the present season in that respect is no exceptiou to the rule. For the past few days fires have been raging in",https://nla.gov.au/nla.news-article88641090,http://trove.nla.gov.au/newspaper/page/9117632
SHELBOURNE,LOCATION,18801228-346-88641090 (2 of 5).txt,SHELBOURNE,VIC,-36.88399111,144.0136977,100,346,BUSH FIRES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1880-12-28,Article,619,N,1,"An almost regular accompaniment in our Bummers are bush fires, and the present season in that respect is no exceptiou to the rule. For the past few days fires have been raging in",https://nla.gov.au/nla.news-article88641090,http://trove.nla.gov.au/newspaper/page/9117632
MARYBOROUGH,LOCATION,18801230-346-88641150 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. SANDHURST, THURSDAY, DEC. 30, 1880. THE MINISTER OF MINES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1880-12-30,Article,4102,N,4,THERE can be no doubt that public confidence in the administration of the Mining Department is very seriously shaken. Even if no complaints were made or no suspicions,https://nla.gov.au/nla.news-article88641150,http://trove.nla.gov.au/newspaper/page/9117639
AVOCA,LOCATION,18801230-346-88641150 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. SANDHURST, THURSDAY, DEC. 30, 1880. THE MINISTER OF MINES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1880-12-30,Article,4102,N,4,THERE can be no doubt that public confidence in the administration of the Mining Department is very seriously shaken. Even if no complaints were made or no suspicions,https://nla.gov.au/nla.news-article88641150,http://trove.nla.gov.au/newspaper/page/9117639
LAMPLOUGH,LOCATION,18801230-346-88641150 (1 of 1).txt,LAMPLOUGH,VIC,-37.17136103,143.52979480000002,100,346,"THE BENDIGO ADVERTISER (PUBLISHED DAILY.) PROGRESSION, OUR RIGHTS, AND OUR RESOURCES. SANDHURST, THURSDAY, DEC. 30, 1880. THE MINISTER OF MINES.",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1880-12-30,Article,4102,N,4,THERE can be no doubt that public confidence in the administration of the Mining Department is very seriously shaken. Even if no complaints were made or no suspicions,https://nla.gov.au/nla.news-article88641150,http://trove.nla.gov.au/newspaper/page/9117639
MELBOURNE,LOCATION,18810101-346-88641218 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
AVOCA,LOCATION,18810101-346-88641218 (1 of 2).txt,AVOCA,QLD,-24.87872961,152.3054074,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
AVOCA,LOCATION,18810101-346-88641218 (1 of 2).txt,AVOCA,QLD,-24.87872961,152.3054074,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
MELBOURNE,LOCATION,18810101-346-88641218 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
AVOCA,LOCATION,18810101-346-88641218 (2 of 2).txt,AVOCA,QLD,-24.87872961,152.3054074,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
AVOCA,LOCATION,18810101-346-88641218 (2 of 2).txt,AVOCA,QLD,-24.87872961,152.3054074,100,346,OUR MINES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-01,Article,2776,N,5,WE are glad at the commencement of a new year to be able to congratulate our readers on the improved prospects in our mines. We have been in no hurry to catch at every,https://nla.gov.au/nla.news-article88641218,http://trove.nla.gov.au/newspaper/page/9117647
BOURKE,LOCATION,18810107-346-88641364 (2 of 2).txt,BOURKE,NSW,-30.03547436,145.89743380000002,100,346,THE REVENUE RETURNS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-07,Article,4262,N,3,THE revenue returns for the year and quarter ended 31st December last were published in a supplement to the Gazette yesterday evening. There has been an,https://nla.gov.au/nla.news-article88641364,http://trove.nla.gov.au/newspaper/page/9117668
MELBOURNE,LOCATION,18810107-346-88641364 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE REVENUE RETURNS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-07,Article,4262,N,3,THE revenue returns for the year and quarter ended 31st December last were published in a supplement to the Gazette yesterday evening. There has been an,https://nla.gov.au/nla.news-article88641364,http://trove.nla.gov.au/newspaper/page/9117668
BOURKE,LOCATION,18810107-346-88641364 (1 of 2).txt,BOURKE,NSW,-30.03547436,145.89743380000002,100,346,THE REVENUE RETURNS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-07,Article,4262,N,3,THE revenue returns for the year and quarter ended 31st December last were published in a supplement to the Gazette yesterday evening. There has been an,https://nla.gov.au/nla.news-article88641364,http://trove.nla.gov.au/newspaper/page/9117668
MELBOURNE,LOCATION,18810107-346-88641364 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,100,346,THE REVENUE RETURNS.,346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1881-01-07,Article,4262,N,3,THE revenue returns for the year and quarter ended 31st December last were published in a supplement to the Gazette yesterday evening. There has been an,https://nla.gov.au/nla.news-article88641364,http://trove.nla.gov.au/newspaper/page/9117668
DUBLIN,LOCATION,18581218-287-88820302 (1 of 1).txt,DUBLIN,SA,-34.44989984,138.3951084,100,287,MACCLESFIELD. December 14.,287,"South Australian Weekly Chronicle (Adelaide, SA : 1858 - 1867)",7,1858-12-18,Article,277,N,0,"Since my last, the road through the township has been almost finished, but great dissatisfaction has been expressed in consequence of its not having been laid out judiciously.",https://nla.gov.au/nla.news-article88820302,http://trove.nla.gov.au/newspaper/page/8356269
DERRINAL,LOCATION,18800117-346-88880183 (2 of 2).txt,DERRINAL,VIC,-36.86835075,144.6288817,100,346,"MR. MIRAMS ON ""REFORM.""",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1880-01-17,Article,4432,N,3,"AT St. James's Hall, last night, Mr. Mirams gave a lecture on the above subject to persons assumed to possess ""correct"" opinions. The title was probably chosen on",https://nla.gov.au/nla.news-article88880183,http://trove.nla.gov.au/newspaper/page/9028787
DERRINAL,LOCATION,18800117-346-88880183 (1 of 2).txt,DERRINAL,VIC,-36.86835075,144.6288817,100,346,"MR. MIRAMS ON ""REFORM.""",346,Bendigo Advertiser (Vic. : 1855 - 1918),2,1880-01-17,Article,4432,N,3,"AT St. James's Hall, last night, Mr. Mirams gave a lecture on the above subject to persons assumed to possess ""correct"" opinions. The title was probably chosen on",https://nla.gov.au/nla.news-article88880183,http://trove.nla.gov.au/newspaper/page/9028787
BENDIGO,LOCATION,18960418-346-88895627 (1 of 1).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346,KYNETON RACES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),5,1896-04-18,Article,444,N,0,"The following are the entries for these races, to be held on the Kyneton racecourse on Wednesday next, 22nd April:- HURDLE RACE.—Butcher Boy, Malta, Darkie,",https://nla.gov.au/nla.news-article88895627,http://trove.nla.gov.au/newspaper/page/9068739
LYON,LOCATION,18960418-346-88895627 (1 of 1).txt,LYONS,ACT,-35.33886773,149.0766391,100,346,KYNETON RACES.,346,Bendigo Advertiser (Vic. : 1855 - 1918),5,1896-04-18,Article,444,N,0,"The following are the entries for these races, to be held on the Kyneton racecourse on Wednesday next, 22nd April:- HURDLE RACE.—Butcher Boy, Malta, Darkie,",https://nla.gov.au/nla.news-article88895627,http://trove.nla.gov.au/newspaper/page/9068739
ADELAIDE,LOCATION,18941129-346-88937271 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,346,"MELBOURNE. [FROM OUR CORRESPONDENT.] Wednesday, 28th November.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-11-29,Article,305,N,0,THE TOBACCO INDUSTRY.—The Tariff Commission took further evidence to-day concerning the tobacco and cigar making industry. The witnesses generally approved of the £5 licenses,https://nla.gov.au/nla.news-article88937271,http://trove.nla.gov.au/newspaper/page/9080340
ADELAIDE,LOCATION,18941129-346-88937271 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.60388390000003,100,346,"MELBOURNE. [FROM OUR CORRESPONDENT.] Wednesday, 28th November.",346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-11-29,Article,305,N,0,THE TOBACCO INDUSTRY.—The Tariff Commission took further evidence to-day concerning the tobacco and cigar making industry. The witnesses generally approved of the £5 licenses,https://nla.gov.au/nla.news-article88937271,http://trove.nla.gov.au/newspaper/page/9080340
ELPHINSTONE,LOCATION,18940124-346-88941056 (4 of 7).txt,ELPHINSTONE,QLD,-27.95898358,151.91160390000002,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
KINGOWER,LOCATION,18940124-346-88941056 (4 of 7).txt,KINGOWER,VIC,-36.59960986,143.7643089,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
SEBASTI,LOCATION,18940124-346-88941056 (4 of 7).txt,SEBASTIAN,VIC,-36.60375271,144.1990007,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
ELPHINSTONE,LOCATION,18940124-346-88941056 (3 of 7).txt,ELPHINSTONE,QLD,-27.95898358,151.91160390000002,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
KINGOWER,LOCATION,18940124-346-88941056 (3 of 7).txt,KINGOWER,VIC,-36.59960986,143.7643089,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
COROP,LOCATION,18940124-346-88941056 (7 of 7).txt,COROP,VIC,-36.47717631,144.8497174,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
ROCHESTER,LOCATION,18940124-346-88941056 (6 of 7).txt,ROCHESTER,SA,-33.705742,138.48588700000002,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
ELPHINSTONE,LOCATION,18940124-346-88941056 (2 of 7).txt,ELPHINSTONE,QLD,-27.95898358,151.91160390000002,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
KINGOWER,LOCATION,18940124-346-88941056 (5 of 7).txt,KINGOWER,VIC,-36.59960986,143.7643089,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
BRIDGEWATER,LOCATION,18940124-346-88941056 (5 of 7).txt,BRIDGEWATER,VIC,-36.63652937,143.90895,100,346,THE HEAT WAVE. SERIOUS BUSH FIRES. GREAT DAMAGE TO PROPERTY.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1894-01-24,Article,1120,N,0,"Yesterday the weather was hardly so oppressive as on the previous day or two, the thermometer registering up to 101 degrees in the shade. In the evening the moon on rising",https://nla.gov.au/nla.news-article88941056,http://trove.nla.gov.au/newspaper/page/9071830
ELLESMERE,LOCATION,18910216-346-88958143 (2 of 4).txt,ELLESMERE,QLD,-26.775154999999998,151.6989457,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
SANDHURST,LOCATION,18910216-346-88958143 (2 of 4).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
MINTO,LOCATION,18910216-346-88958143 (2 of 4).txt,MINTO,NSW,-34.01991691,150.8503111,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
GOORNONG,LOCATION,18910216-346-88958143 (1 of 4).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
GOORNONG,LOCATION,18910216-346-88958143 (4 of 4).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
COSTERFIELD,LOCATION,18910216-346-88958143 (4 of 4).txt,COSTERFIELD,VIC,-36.85578104,144.7965478,100,346,BUSH FIRES. NARROW ESCAPE OF A YOUNG BENDIGONIAN.,346,Bendigo Advertiser (Vic. : 1855 - 1918),3,1891-02-16,Article,1674,N,2,The fire which originated in the Whipstick scrub is still burning in the Kamarooka and Egerton forests. On Saturday the wind changed and blew the flames back towards,https://nla.gov.au/nla.news-article88958143,http://trove.nla.gov.au/newspaper/page/9082213
