article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
114079150,13768,Database,31,10,1894,1890,Whose Crime?,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=114079150,https://trove.nla.gov.au/newspaper/article/114079150,,None,None,"Reference to Chapter 18 which is titled ""The Great Bushfire""",,,,,,13768,Whose Crime?,Whose Crime?,1894-04-28,1894-06-01,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,4499,"Dare, Demas",,"Dare, Demas",Unknown,Unknown,,Answers to correspondents: <http://nla.gov.au/nla.news-article111102497>,Uninscribed,Australian,,Attributed,
114079467,13768,Database,31,21-22,1894,1890,Whose Crime?,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=114079467,https://trove.nla.gov.au/newspaper/article/114079467,,Narrative Foreground,Past Primary,"Describes how news of fires reach NSW, promoting worry about and concern for loved ones - interesting relaying of how the bushfires can't be communicated. ","there has been a terrible bush fire in the south, and you know he went down to Mount Hesse. Oh ! I do hope nothing has happened to him.' ' A bush fire, did you say, child ? Where abouts?' .' All south by Cape Otway, and in that district principally, father.' ' What is the date of the paper ?' '.'February 19, 1851, and to-day is the 20th- It says the fire broke out -on the 6th, and there is no news from- him. 1 hope he all is right.' …. I only trust he will not be too foolhardy, but he is a brave lad, and will take care of himself. I would be sorry if anything were to happen to him. Read what the paper says, Agnes, and then I shall be able to judge better the mischief done.' ' ' Abridged,' ' reads Agnes, going close up to the window. ' ' Abridged from the Melbourne Argus. The late bush fires. In Saturday's issue we briefly alluded to the extensive bush fire that prevailed throughout the country, more particularly on Thursday preceding. Rumors had reached us of conflagrations on every side, but as we did not wish to appear alarmists we refrained from noticing any but those that were well authenticated, knowing how exceeding prone report is to magnify and distort particulars. Since then, however, we learned with regret that very little only of the ill known had reached us, and that 'what we thought magnified is unhappily very far from the fearful extent of the truth…",proximate,polygon,Victoria,,13768,Whose Crime?,Whose Crime?,1894-04-28,1894-06-01,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,4499,"Dare, Demas",,"Dare, Demas",Unknown,Unknown,,Answers to correspondents: <http://nla.gov.au/nla.news-article111102497>,Uninscribed,Australian,,Attributed,
114081312,13768,Database,31,8,1894,1890,Whose Crime?,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=114081312,https://trove.nla.gov.au/newspaper/article/114081312,,None,None,"Reference to Chapter 18 which is titled ""The Great Bushfire""",,,,,,13768,Whose Crime?,Whose Crime?,1894-04-28,1894-06-01,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,4499,"Dare, Demas",,"Dare, Demas",Unknown,Unknown,,Answers to correspondents: <http://nla.gov.au/nla.news-article111102497>,Uninscribed,Australian,,Attributed,
114083041,13768,Database,31,6,1894,1890,Whose Crime?,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=114083041,https://trove.nla.gov.au/newspaper/article/114083041,,None,None,"Reference to Chapter 18 which is titled ""The Great Bushfire""",,,,,,13768,Whose Crime?,Whose Crime?,1894-04-28,1894-06-01,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,4499,"Dare, Demas",,"Dare, Demas",Unknown,Unknown,,Answers to correspondents: <http://nla.gov.au/nla.news-article111102497>,Uninscribed,Australian,,Attributed,
114084906,13768,Database,31,19,1894,1890,Whose Crime?,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=114084906,https://trove.nla.gov.au/newspaper/article/114084906,,Narrative Foreground,Past Primary,Describes not only loss of stockman's mob in fire but dramatic congregation of numerous burt-out families at the nearby homestead -- immediate aftermath of fire,"he whole country around people had fled from the fires and had instinctively fled with the feeling that the Careys' precautions, which they themselves had neglected, were the guarantees of safety. Thither shepherds had driven their flocks, stockmen their herds, and whole families, compelled to fly from their burning houses, had hurried thither with the few effects they could snatch up and bear with them. Mr. Carey's paddocks were crowded with horses and cattle, the bush around his station was literally hidden beneath his own and his neighbors' flocks. Shepherds, stockmen, substantial squatters, now houseless men, were in throngs. Families with troops of children had encamped on the open ground near his house beneath temporary tents. Mount Hesse was crammed with fugitives and was one scene of crowding confusion md sorrow. Luckily the store-room was well stocked with flour, and there could be no want of meat with all those flocks and herds about them. But for the cattle themselves there must soon be famine ; and the moment that the fire abated scouts must be sent off in all directions, especially to the high plains around Lake Corangamite, in search of temporary pasture. Meantime fires were lighted in a dozen places, and kettles and frying-pans fully employed, for in spite of flight, loss, and grief, hunger, as Homer a thousand years ago asserted, '' is impudent and will be fed.' The stories people had to tell were most melancholy. Children suffocated in the smoke or lost in the rapid flight ; shepherds and bullock drivers consumed with their stock. Numbers had fled to creeks and pools, and yet bad been severely burnt, the flames driving over the surface of the water with devouring force. Some had lain in shallow brooks turning over and over, till finally forced to get up and fly. Still, as this terrible day — February 6 — wore on, numbers came pouring in with fresh tales of horror and devastation. The -whole country appeared to be a prey to the flames ; and men who a few hours before were out of the reach of poverty and calamity were now homeless paupers. ' '",precise,point,"Mt Hesse, Colac",,13768,Whose Crime?,Whose Crime?,1894-04-28,1894-06-01,,0,,Y,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,,"Sydney, NSW",Metropolitan,New South Wales,4499,"Dare, Demas",,"Dare, Demas",Unknown,Unknown,,Answers to correspondents: <http://nla.gov.au/nla.news-article111102497>,Uninscribed,Australian,,Attributed,
120504242,14105,Database,,21,1894,1890,Stuck Up,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14105,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=120504242,https://trove.nla.gov.au/newspaper/article/120504242,,Narrative Background,Past Primary,Fire now in past but effects are described:,"and it was still very hot and oppressive, so that Kitty kept ns much as possible in the shade. . Everything seemed to glow in the heat, and nature drooped and languished under the glare of the pitiless sun. -; The burning smell caused by the bush fire still pervaded the air, and clouds of smoke occasionally arose when some half-burnt tree camo crashing to the ground. Kitty skirted the scene of the' fire as much as possible, and avoided the burnt timber, which was dangerous. She thought over her narrow escape of the day before,",,,Murraystone,,14105,Stuck Up,Stuck Up,1893-09-06,1894-03-14,,0,,Y,,,499,"Referee (Sydney, NSW : 1886 - 1939)",Referee,,"Sydney, NSW",Metropolitan,New South Wales,4749,"Gould, Nat",Verax,Verax,Male,British,,AustLit. Also see: http://nla.gov.au/nla.news-article129348089,Uninscribed,Uninscribed,"""The Double Event"" ""Running It Off"" ""Jockey Jack"" ""Banker and Broker"" ""Wild Rose"" ""Thrown Away""",Pseudonym with signature,
120505361,14105,Database,28,20,1894,1890,Stuck Up,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14105,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=120505361,https://trove.nla.gov.au/newspaper/article/120505361,,Narrative Foreground,Present Primary,Ch XXThe Bushfire,,precise,point,Murraystone,,14105,Stuck Up,Stuck Up,1893-09-06,1894-03-14,,0,,Y,,,499,"Referee (Sydney, NSW : 1886 - 1939)",Referee,,"Sydney, NSW",Metropolitan,New South Wales,4749,"Gould, Nat",Verax,Verax,Male,British,,AustLit. Also see: http://nla.gov.au/nla.news-article129348089,Uninscribed,Uninscribed,"""The Double Event"" ""Running It Off"" ""Jockey Jack"" ""Banker and Broker"" ""Wild Rose"" ""Thrown Away""",Pseudonym with signature,
144822387,13029,Database,,13,1894,1890,"Curlew, or In Days Gone By",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13029,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=144822387,https://trove.nla.gov.au/newspaper/article/144822387,,Narrative Background,Past Secondary,Stump is burnt out by bushfire but the story is too difficult to read,,,,Gisborne/Mt Macedon/ Hanging Rock,,13029,"Curlew, or In Days Gone By","Curlew, or In Days Gone By",1894-06-15,1894-07-27,Original Novel; All Rights Reserved,0,,Y,,,730,"The Wyalong Star and Temora and Barmedman Advertiser (West Wyalong, NSW : 1894 - 1895; 1899 - 1906)",Wyalong Star and Temora and Barmedman Advertiser,,"West Wyalong, NSW",Provincial,New South Wales,4304,"Brees, Harold",,"Brees, Harold",Male,Australian,,"""Advertising"" Petersburg Times (SA : 1887 - 1919) 30 March 1894: 2. Web. 7 Aug 2016 <http://nla.gov.au/nla.news-article110238093>.",Male,Australian,"""Colonial Society"" ""Ruraul Notes""",Attributed with signature,
161801609,13984,Database,,,1894,1890,A Message from the Desert,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13984,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=161801609,https://trove.nla.gov.au/newspaper/article/161801609,,Part of Speech,Hypothetical/Theoretical,Only mention is that box with valuable documents may be byried in vulnerablecorcumstances:,"he general conclusion was that if Burgess had buried anything, it had been only just beneath the surface, and the tin was probably soon laid bare. In that case, the first bush fire that swept over the spot would destroy the contents.",,,,,13984,A Message from the Desert,A Message from the Desert,1894-03-24,1894-03-31,,2,,Y,,Chamber's Journal,821,Adelaide Observer (SA : 1843 - 1904),Adelaide Observer,,"Adelaide, SA",Metropolitan,South Australia,9,"Favenc, Ernest",,"Favenc, Ernest",Male,Australian,,AustLit,Male,British,"""The Last of Six""",Attributed with signature,
183318154,17590,Database,,1.1,1894,1890,Baron Sam,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=17590,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=183318154,https://trove.nla.gov.au/newspaper/article/183318154,,Part of Speech,Other,expression of speech -- mentions rigours of a Canadian bushfire,,,,,,17590,Baron Sam,Baron Sam,1894-10-13,1895-01-12,,0,,Y,,,806,The Bendigo Independent (Vic. : 1891 - 1918),Bendigo Advertiser,,"Bendigo, VIC",Provincial,Victoria,1863,"Rathborne, St George",,"Rathborne, St George",Male,American,,BADNDP,Male,Uninscribed,"""Captain Tom,"" ""Doctor Jack""",Attributed with signature,
196855929,21519,Database,,,1894,1890,The Luck of the Golden Serpent,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=21519,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=196855929,https://trove.nla.gov.au/newspaper/article/196855929,,Narrative Background,Past Secondary,Adventure story of cursed nugget of gold which eventually claims its last victim -- gothic?,"When I had got a good bag full of gold I started down the country, but the floods were up, aud I nearly got drowned. Crossing the big river it washed me hack on my own side again and took away all but the gold tied round my waist. Again I tried, but the bush fires had made the valley like a little hell, and drove me back. The third time my old horse slipped and rolled down a siding, breaking his neck, and not mine, worse luck",,,alps?,,21519,The Luck of the Golden Serpent,The Luck of the Golden Serpent,1894-05-05,1894-05-05,,1,,N,,,319,"Leader (Melbourne, Vic. : 1862 - 1918)",Melbourne Leader,,"Melbourne, Vic.",Metropolitan,Victoria,6674,M. E. B. H.,,M. E. B. H.,Unknown,Unknown,,,,,,Initials only,
21639214,4672,Database,,3,1895,1890,Passing the Love of a Woman: An Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4672,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=21639214,https://trove.nla.gov.au/newspaper/article/21639214,Romance,Narrative Background,Narrative Colour,"Woman's poetry ""struck through and through with the voice of the great Australian continent"" -- topics include ""wild creatures flying before the blasting flames of a bushfire"""," She
wrote of the lurid majesty of tropical
storms ; of wild creatures flying before
the blasting flames of a bush fire ; of
the pitilessness of the unclouded sun
and the land parched with draught,
wOille the dumb misery of Animals seem
ed unheeded of God ; of the scent of
an orchid growing beyond the human
reach, and the mystery of joy and sor
row* of life and death.",,,no location,,4672,Passing the Love of a Woman: An Australian Story,Passing the Love of a Woman: An Australian Story,1895-12-07,1896-04-04,,0,,Y,AustLit,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,,"Brisbane, Qld.",Metropolitan,Queensland,400,"Gay, Ellerton","Watts-Grimes, Emma; Grimes, Mrs E.","Gay, Ellerton",Female,British,Lived in Australia for 25 years from aged 16,,Uninscribed,Australian,"""Drifting Under the Southern Cross"", ""Across the Gulf"", ""Gathered Rue""",Attributed with signature,
59343329,6468,Database,,II,1895,1890,A Romance of the Law,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6468,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=59343329,https://trove.nla.gov.au/newspaper/article/59343329,,None,None,No mention of fire,,None,None,None,,6468,A Romance of the Law,A Romance of the Law,1895-11-08,1895-11-15,,0,,Y,,,135,"Traralgon Record (Traralgon, Vic. : 1886 - 1932)",Traralgon Record,,"Traralgon, Vic.",Provincial,Victoria,4267,"Blanchard, Sidney Laman",,"Blanchard, Sidney Lanan",Male,British,,ACL,Male,British,,Attributed,
70859617,7727,Database,2,2,1895,1890,Chris Conroy,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7727,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=70859617,https://trove.nla.gov.au/newspaper/article/70859617,,Narrative Foreground,Present Primary,"Christmas story with socialist twist -- squatter suspects unionist ""agitator"" of setting fire to his grass; words exchanged refrence evolution, political philosophy, labur theory. Squatter impressed by agitator's eloquence; another man confesses to starting fire;squatter invites whole camp over to homestead for Christmas and by implication chance to pursue discussion.",,proximate,polygon,Queensland,,7727,Chris Conroy,Chris Conroy,1895-12-14,1895-12-14,,1,,N,AustLit,,191,"Worker (Brisbane, Qld. : 1890 - 1955)",Brisbane Worker,,"Brisbane, Qld.",Metropolitan,Queensland,1317,"Jackson, George",,Unattributed,Male,Australian,,,,,,Unattributed,
71216716,7823,Database,,29,1895,1890,Solved by Time. A Story of the Eureka Stockade,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7823,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71216716,https://trove.nla.gov.au/newspaper/article/71216716,,Part of Speech,Metaphor,imagery only,"The initial excitement soon calmed down, for the same reason that a bushfire stops short when it reaches the bare and barren plain""",,,,,7823,Solved by Time. A Story of the Eureka Stockade,Solved by Time: A Story of the Eureka Stockade,1895-02-09,1895-07-27,,0,,Y,AustLit,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,,"Sydney, NSW",Metropolitan,New South Wales,207,"Crozier, James","Crozier, John James",J. C.,Male,Australian,,"""A WHITE MAN PASSES."" Truth (Perth, WA : 1903 - 1931) 13 July 1912: 8 (CITY EDITION). Web. 15 Aug 2016 <http://nla.gov.au/nla.news-article207414509>.",Uninscribed,Australian,,Initials only,
71218075,7827,Database,,,1895,1890,A Hero Out of Date,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7827,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71218075,https://trove.nla.gov.au/newspaper/article/71218075,,Part of Speech,Hypothetical/Theoretical,expression of speech only,"If he accused me of starting the last bushfire or passing the bogus notes which are flying around..I could admit it all fearlessly..""",,,,,7827,A Hero Out of Date,A Hero Out of Date,1895-09-28,1895-11-16,,0,,Y,SFE,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,,"Sydney, NSW",Metropolitan,New South Wales,1396,"Acworth, Andrew Oswald",,"Acworth, Andrew",Male,British,,SFE/AustLit,Male,Australian,,Attributed,
87167994,8211,Database,,17,1895,1890,Mrs Tregaskiss: A Novel of Anglo-Australian Life,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8211,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=87167994,https://trove.nla.gov.au/newspaper/article/87167994,,Narrative Background,Present Secondary,Fire illustrative of irritants to landholder; in this case suspicion is that black stockman is responsible and he and other stockmen are accordingly punished,"Tregaskiss was in an ill-humor; he had seen his cattle dying, bogged in the fast-emptying waterholes ; he had had a longer ride than either Mr. Shand or his wife guessed, and not after stock ; on his way home there had been a stormy encounter with the drover of some travelling stock, and he had discovered that a good deal of grass had been destroyed by a bush fire. Tommy George, who came out to take his horse, was suspected of being the cause of this last disaster through having carelessly thrown away a burning match when lighting his pipe on the run. Tregaskiss attacked him, swore at him freely, ordered him to hand over his pipe, which he broke into fragments and threw at him, and. gave Shand instructions that hot another fig of tobacco was to be served to the black boys for a month to come.",,,,,8211,Mrs Tregaskiss: A Novel of Anglo-Australian Life,Mrs Tregaskiss: A Novel of Anglo-Australian Life,1895-09-07,1896-02-08,Published by special arrangement with the author. All Rights Reserved,0,,Y,,,290,"South Australian Chronicle  (Adelaide, SA : 1889 - 1895)",South Australian Chronicle,,"Adelaide, SA",Metropolitan,South Australia,1729,"Praed, Mrs Campbell",,"Praed, Mrs Campbell",Female,Australian,,,Female,Australian,"""An Australian Heroine"", ""Policy and Passion"", ""Nadine"", ""Miss Jacobsen's Chance"", ""Arina"", ""The Romance of a Station"" and (in conjunction with Mr. Justin McCarthy) ""The Right Honorable"", ""The Ladies' Gallery""",Attributed with signature,
121318556,12839,Database,,,1895,1890,At Great Cost,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=12839,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=121318556,https://trove.nla.gov.au/newspaper/article/121318556,,None,None,No reference to fires -- a news article about bushfires is included in selected text,,,,,,12839,At Great Cost,Lady Bridgeworth's Sin,1895-07-25,1895-09-20,,0,,Y,,,492,The Maitland Daily Mercury (NSW : 1894 - 1939),Maitland Mercury,,"Maitland, NSW",Provincial,New South Wales,1888,"Rowlands, Effie Adelaide","Albanesi, Madame Maria;  Albanesi, E. Maria",Unattributed,Female,Australian,,,Uninscribed,British,,Unattributed,
133351224,15410,Database,,,1895,1890,"Philiberta, An Australian Tale",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15410,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=133351224,https://trove.nla.gov.au/newspaper/article/133351224,,Narrative Background,Past Secondary,Aside on randomness of calamity -- contesting imagery that links prosperity with morality or superior worth,"But how then account for the way in which some good men fail while others succeed ? Two men, equal as to faculties and facilities, start in life under equal conditions. The one finds his stock increase and multiply almost beyond computation. His harvests are al ways a success ; rain falls just when needed, and holds off just when wet would spoil everything. His fruit trees never know blight; wool is al ways at the highest just when he has the most to sell. His cattle always run to fat and fetch ten shillings or a pound more than any others in themarkets. The other-well, an untimely rain spoils his first crops, and for three years running the rust gets at his wheat; wool falls threepence a pound the very day before he gets into market. Fluke and scab destroy half his sheep before he can help him self. One of his best draught horses drops dead in harness without warn ing; and another dislocates its shoulder through fright, and has to be shot; some strange disease nips off all his best poultry in one day. A bush fire devastates half his land, and he has much ado to save the home stead. Crowning calamity - his youngest child dies of sunstroke, and the mother goes demented with grief. Now, what is all this but luck ?",,,Emu Plains,,15410,"Philiberta, An Australian Tale","Philiberta, An Australian Tale",1895-03-29,1895-05-31,"Published by special arrangement with Messrs. Ward, Lock, and Bowden, Ltd.",0,,Y,,,356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),Newcastle Morning Herald,,"Newcastle, NSW",Provincial,New South Wales,1743,"Talbot, Thorpe","Thorpe, Frances Ellen","Talbot, Thorpe",Female,New Zealand,,,Male,Australian,,Attributed,
133356510,15410,Database,54,1,1895,1890,"Philiberta, An Australian Tale",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15410,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=133356510,https://trove.nla.gov.au/newspaper/article/133356510,,Narrative Foreground,Present Primary,Ch 1 sets action in Merlyn Creek where fire rings the township ; focus on a dying woman in a poor bush hut and her very young daughter who runs to fetch her water from a township well,"Fire! Pure and powerful and pitiless as Calvin's ideal deity, crueller even than its brother enemy-water. For the sea kills its victims tenderly, folding them to rest in close swaying embrace, kissing them to peace with keen cold kisses, lulling their brief agony with the musical rhythm of many waters, restoring them perhaps -still and white and rigid; with the seal of eternity upon their faces-to light, and to them who wait and watch by the shore. But fire, deadly and insatiable, wraps them with torturing arms, licks them with shining, blistering tongues, bites and stings every inch of tender skin and sensitive flesh with unutter able pain ere yielding them up to death, disfigures and distorts till even they who have loved best and longest are glad to put the hideousness out of sight. All round and about Merlyn Creek raged the bush fire, so that communication between that and other town ships was for the present entirely cut off, and the men of Merlyn Creek waited about anxiously, bearing sacks and big boughs of trees which they had soaked as well as possible in the fast-diminishing brackish fluid in the Good Luck Company's dam. For they said that any increase of wind must inevitably bring the fire in upon them, and they knew their only chance of saving their homes, and perhaps their lives, lay in beating out the flames as they approached. Snakes slid quickly and in numbers into the township, and were slain and left writhing in their dusty tracks. Half-a-dozen young kangaroos, natur ally more timid than deer, lopped panting into the very midst of the human crowd, and submitted without resistance to capture for sake of a drink of the all-too-scarce water.",precise,point,Merlyn Creek,"The sun a blood-red lamp swinging low from a white-hot sky. The thirsty earth all agape in wide cracks for rain which fell not. The grass-no longer grass, but pale-brown dust, floating away with every breath of the hot, hot wind, to join the cloud of sand travelling constantly southward. Sombre pendant foliage, sighing and moaning, living things gasping and panting, all nature wilting and withering under the torture of drought. Earth and air and sky pervaded and darkened by the scent and smoke of burning bush. The creek, a mere piccaninny stream at its best, now resolved into a few muddy, fast evaporating pools with long dry spaces between. The horizon, one band of flame, held under in daytime by the strength of the sun, but by night revealing itself in a fiery circle of hissing, crackling, roaring destruction. Flames springing from tree-top to tree-top, Ieaving in their wake charred smoking .. trunks that stretched forth naked, knotty, blackened limbs as in agonised protest; advancing with relentless rapidity upon the yet unscathed giants that quivered and writhed and shrivelled in expectation of the dread approach. Lovely many-coloured birds, dazed and gasping, hovering in the smoky air a space, then dropping with piteous little shrieks into the red death below. Butterflies and locusts, beetles and bugs of varieties and tints without number, all falling before that most remorseless and cruel of life's foes-fire",15410,"Philiberta, An Australian Tale","Philiberta, An Australian Tale",1895-03-29,1895-05-31,"Published by special arrangement with Messrs. Ward, Lock, and Bowden, Ltd.",0,,Y,,,356,Newcastle Morning Herald and Miners' Advocate (NSW : 1876 - 1954),Newcastle Morning Herald,,"Newcastle, NSW",Provincial,New South Wales,1743,"Talbot, Thorpe","Thorpe, Frances Ellen","Talbot, Thorpe",Female,New Zealand,,,Male,Australian,,Attributed,
139706802,18472,Database,,,1895,1890,Hal Stainer,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=18472,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=139706802,https://trove.nla.gov.au/newspaper/article/139706802,,Narrative Background,Past Primary,"Again a Christmas wedding story but with a twist as wedding does not eventuate: postponed first by bushfires and then by need to combat marauding wild dogs – by which time bride to be has been flirting with local doctor, wedding is indefinitely postponed and bridegroom to be has been driven mad by exhaustion and financial stress. (In fact a proto werewolf story as man dresses as dingo and heads for bush, baying, is eventually incarcerated)","Christmas; the time fixed for the wedding. It was early December. Christmas came, but we couldn't think of orange blossoms with bush fires sweeping the country. I had been out three days and Stainer five when our parties joined. Gad! how we worked. Night was as hot as day but brighter, and both were a curse, - It was not until I gave in and the big fellow working by my side dragged me under a dray that I recognised Stainer. Then it was only by a sort of instinct. He was black as a charred log, with a bandage round his forehead, his eyebrows gone, and his voice cracked. He steadied himself against the wheel after splashing water over me, then pointed to where the twenty-fifth of December sun was rising out of a sea of smoke and said, 'Merry Christmas, old man. I ought to be on my honeymoon.'",,,Tocumwal/Jerilderie,,18472,Hal Stainer,Hal Stainer,1895-03-02,1895-03-02,,1,,N,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,5103,Lynette,,Lynette,Unknown,Unknown,,,,,,Pseudonym,
156694461,19476,Database,,7-Aug,1895,1890,Moondyne,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=19476,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=156694461,https://trove.nla.gov.au/newspaper/article/156694461,,Narrative Background,Present Secondary,Fire present in narrative but as background still,"For weeks before, the air had been filled with an irritating smoke, that clung to the earth all day, and was blown far inland by the sea-breezes at night.",,,"Bunbury, WA","Where is the fire, trooper V asked Mr. Wyville. ' In the Bunbury district, sir, and moving toward the Vasse Road. It has burnt on the plains inside the seahills for three weeks, and in a day or two will reach the heavy bush on the uplands.'",19476,Moondyne,Moondyne,1895-01-09,1895-03-30,,0,,Y,,,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",National Advocate,,"Bathurst, NSW",Provincial,New South Wales,5314,"O'Reilly, J. Boyle","o'Reilly, John Boyle","O'Reilly, John Boyle",Male,British,Irish,AustLit,Male,Australian,,Attributed,
