,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
5414,HOLLAND,LOCATION,18980212-192-66437027 (1 of 1).txt,TOLLAND,NSW,-35.14364384,147.3630556,86
5419,DAYLESFORD,LOCATION,18650301-582-207001519 (2 of 3).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5420,NORLEY,LOCATION,18980816-266-76385733 (1 of 1).txt,MORLEY,WA,-31.88915689,115.91699740000001,83
5422,MORMLTA,LOCATION,18800210-413-101917290 (3 of 3).txt,MOCULTA,SA,-34.47074463,139.12004340000001,71
5425,CORAWA,LOCATION,18930131-508-113733545 (1 of 1).txt,CARAWA,SA,-32.3849899,134.2250098,83
5428,WAROO,LOCATION,18800313-366-101451096 (1 of 1).txt,GAROO,NSW,-31.38069165,150.89108969999998,80
5429,WAROO,LOCATION,18800313-366-101451096 (1 of 1).txt,GAROO,NSW,-31.38069165,150.89108969999998,80
5431,BALLARAT,LOCATION,18810325-185-219327610 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5437,BROWN HILL,LOCATION,18620226-13-5710682 (5 of 6).txt,BROKEN HILL,NSW,-31.93838583,141.4514967,80
5439,BOURKO,LOCATION,18720411-67-60859869 (1 of 1).txt,BOURKE,NSW,-30.03547436,145.89743380000002,83
5443,MUDGEE,LOCATION,18820114-289-91292818 (2 of 2).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
5446,MOUNT HATTON,LOCATION,18870507-52-71682796 (1 of 1).txt,MOUNT COTTON,QLD,-27.62075676,153.2347694,83
5447,ARAMAO,LOCATION,18870507-52-71682796 (1 of 1).txt,ARAMAC,QLD,-22.91892721,145.1931394,83
5451,SPARTA,LOCATION,18720307-13-5860380 (2 of 2).txt,PARMA,NSW,-34.96725923,150.58225339999998,80
5454,BULLI,LOCATION,18921126-698-162190376 (2 of 5).txt,BULLA,VIC,-37.63335341,144.80105930000002,80
5457,MESAIS,LOCATION,18840104-436-254367490 (4 of 4).txt,MENAI,NSW,-34.01799151,151.017088,80
5458,WOLLABRA,LOCATION,18840104-436-254367490 (4 of 4).txt,WOLLAR,NSW,-32.38433879,150.00825980000002,83
5466,EUROPE,LOCATION,18670126-809-155033474 (1 of 1).txt,EUROKA,NSW,-31.07562809,152.8126709,67
5468,BAY,LOCATION,18670126-809-155033474 (1 of 1).txt,HAY,NSW,-34.49820018,144.8313915,67
5469,KIAIHA,LOCATION,18581002-464-115563738 (1 of 1).txt,KIAMBA,QLD,-26.56909936,152.91567949999998,67
5470,ROME,LOCATION,18790203-232-232166151 (2 of 2).txt,NOME,QLD,-19.37712019,146.9248368,75
5480,WARRAGUI,LOCATION,18910314-960-198217005 (2 of 2).txt,WARRAMI,QLD,-18.09496403,145.8108405,71
5488,NEWCASTLE,LOCATION,18881030-35-13701634 (4 of 5).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5491,ORANGE,LOCATION,18881030-35-13701634 (4 of 5).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
5494,BLACKWOOD,LOCATION,18850207-13-6066738 (8 of 14).txt,BLACKFORD,SA,-36.85669171,140.0402435,78
5496,CARDIGAN,LOCATION,18930211-319-198029788 (6 of 12).txt,BARIGAN,NSW,-32.51266711,149.9824445,86
5497,BALLARAT,LOCATION,18930211-319-198029788 (6 of 12).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5498,REDOASTLT,LOCATION,18931214-239-87683272 (1 of 1).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5501,SPRING,LOCATION,18660116-13-5778322 (1 of 1).txt,EPPING,VIC,-37.62536544,145.0289548,67
5507,ORANGE,LOCATION,18881124-289-94764867 (2 of 2).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
5511,NEWCASTLE,LOCATION,18950122-275-78359133 (1 of 2).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5512,COLAC,LOCATION,18780110-558-149820806 (1 of 3).txt,COOLAC,NSW,-34.94483834,148.1698419,80
5516,MOMGA,LOCATION,18840103-232-262612192 (1 of 1).txt,MONGA,NSW,-35.5715704,149.8964897,80
5518,BAY,LOCATION,18980219-193-69675971 (1 of 1).txt,HAY,NSW,-34.49820018,144.8313915,67
5524,PORTLAND,LOCATION,18510225-24-8768801 (5 of 10).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
5527,KYNETON,LOCATION,18620315-8-18687174 (1 of 4).txt,KEYNETON,SA,-34.6205037,139.1051959,86
5528,BALLARAT,LOCATION,18620315-8-18687174 (1 of 4).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5529,BULLAROOK,LOCATION,18620315-8-18687174 (1 of 4).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
5531,LOME,LOCATION,18810502-1052-208567860 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
5532,ALBURY,LOCATION,18990222-35-14201090 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5534,CASTLU,LOCATION,18630109-13-6482522 (3 of 3).txt,CASULA,NSW,-33.95040211,150.9104553,67
5536,VALLEY,LOCATION,18620226-7-31808012 (1 of 1).txt,HAGLEY,TAS,-41.52637654,146.88270419999998,67
5537,VALLEY,LOCATION,18620226-7-31808012 (1 of 1).txt,HAGLEY,TAS,-41.52637654,146.88270419999998,67
5538,BULLAROOK,LOCATION,18680125-460-137570138 (1 of 1).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
5540,RIAMA,LOCATION,18940102-35-13930348 (2 of 2).txt,KIAMA,NSW,-34.69117675,150.8419216,80
5541,KIAMA,LOCATION,18940102-35-13930348 (2 of 2).txt,KIOMA,QLD,-28.19692831,149.8305796,80
5542,MORNA POINT,LOCATION,18980113-185-215788078 (4 of 5).txt,CORNY POINT,SA,-34.92562346,137.0825377,82
5543,WYCHFETELLA,LOCATION,18830331-621-221751990 (1 of 1).txt,WYCHITELLA,VIC,-36.24761118,143.5836385,80
5546,SANDRIDGO,LOCATION,18790124-809-199355698 (1 of 1).txt,SANDIGO,NSW,-34.95646776,146.6230687,71
5549,STANLOY,LOCATION,18651031-13-5781813 (1 of 1).txt,STANLEY,TAS,-40.78897137,145.2715797,86
5550,STANIWELL,LOCATION,18950913-225-75262508 (1 of 1).txt,STANWELL,QLD,-23.47673444,150.3102075,88
5551,PERSIA,LOCATION,18950913-225-75262508 (1 of 1).txt,SEISIA,QLD,-10.84991544,142.36985,67
5553,ALBURY,LOCATION,18971204-621-221139844 (1 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5555,BALLARAT,LOCATION,18860112-8-18881661 (10 of 12).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5557,BALLARAT,LOCATION,18860112-8-18881661 (10 of 12).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5558,HAWKSDALE,LOCATION,18870304-985-192879787 (1 of 1).txt,HAWKESDALE,VIC,-38.08937586,142.3397904,89
5560,HOBART,LOCATION,18980304-74-39660297 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
5570,NEERIRA,LOCATION,18970703-806-183747949 (1 of 1).txt,NERRIGA,NSW,-35.11197341,150.09026819999997,71
5572,GLENROWAN,LOCATION,18650114-460-138037399 (2 of 4).txt,GLENLOGAN,QLD,-27.83160115,152.9941332,78
5574,VIENNA,LOCATION,18960228-10-9325659 (1 of 1).txt,TYENNA,TAS,-42.73311214,146.6622734,67
5575,TURKEY,LOCATION,18960228-10-9325659 (1 of 1).txt,GURLEY,NSW,-29.73433618,149.79950580000002,67
5582,HOWITZ,LOCATION,18840219-74-90557948 (1 of 1).txt,HOWICK,WA,-33.72485756,122.7516777,67
5583,NEWCASTLE,LOCATION,18840219-74-90557948 (1 of 1).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5584,NERRING,LOCATION,18750122-346-88238018 (5 of 5).txt,NERRINA,VIC,-37.54433264,143.886743,86
5585,MAROOTA,LOCATION,18941201-192-66445356 (5 of 5).txt,BAROOTA,SA,-32.93192078,138.0189992,86
5588,PORTLAND,LOCATION,18510222-364-101734335 (3 of 6).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
5589,BALLARAT,LOCATION,18661231-13-5782411 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5591,ROKEBY,LOCATION,18930218-319-198032478 (2 of 10).txt,KOKEBY,WA,-32.22800847,116.93322409999999,83
5594,GAMBIER,LOCATION,18790301-319-198009001 (1 of 1).txt,DAMPIER,WA,-20.6647772,116.714079,71
5596,PORTLAND,LOCATION,18570303-13-7145507 (1 of 1).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
5597,TANJIL,LOCATION,18820222-108-61919286 (2 of 2).txt,BUNJIL,WA,-29.66609941,116.2498763,67
5600,WIRCKHAM,LOCATION,18910214-356-141010284 (2 of 2).txt,WICKHAM,WA,-20.67416909,117.1416385,86
5604,COLAC,LOCATION,18630105-189-72553918 (3 of 6).txt,COOLAC,NSW,-34.94483834,148.1698419,80
5605,INVERLEIGH,LOCATION,18630105-189-72553918 (3 of 6).txt,ANDERLEIGH,QLD,-26.01794618,152.7035073,80
5616,CAUTLON,LOCATION,18510507-13-4777730 (1 of 3).txt,CARLTON,VIC,-37.800968,144.973457,71
5621,BAIN,LOCATION,18960208-1086-212347272 (2 of 2).txt,NAIN,SA,-34.45191601,138.8781821,75
5624,ALBURY,LOCATION,18921213-806-173683406 (2 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5625,ALBURY,LOCATION,18921213-806-173683406 (2 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5627,KYNETON,LOCATION,18650318-103-63170016 (19 of 23).txt,KEYNETON,SA,-34.6205037,139.1051959,86
5628,COLAC,LOCATION,18780305-241-94717966 (2 of 4).txt,COOLAC,NSW,-34.94483834,148.1698419,80
5629,AUCKLAND,LOCATION,18880320-836-167930271 (1 of 1).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
5630,NORSEWOOD,LOCATION,18880320-836-167930271 (1 of 1).txt,NORTHWOOD,VIC,-37.00088321,145.115094,78
5631,MANEROO,LOCATION,18510429-284-91916259 (1 of 1).txt,MUNDEROO,NSW,-35.81656160000001,147.8312752,71
5635,WELLINGTON,LOCATION,18840119-821-160092251 (1 of 3).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
5636,MUDGEE,LOCATION,18840119-821-160092251 (1 of 3).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
5638,MBLBOUBNE,LOCATION,18930213-30-3045207 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,78
5644,MARORIG,LOCATION,18750122-582-197553019 (3 of 8).txt,MARONG,VIC,-36.72300204,144.13643059999998,67
5645,ST. ARNAUD,LOCATION,18820313-108-61919447 (1 of 1).txt,ST ARNAUD,VIC,-36.57545531,143.23900859999998,89
5651,MUDGEE,LOCATION,18960125-192-72547673 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
5659,COWWMR,LOCATION,18991230-460-138613130 (1 of 2).txt,COWWARR,VIC,-38.0037589,146.6175855,83
5663,KYNETON,LOCATION,18651220-16-1284241 (1 of 3).txt,KEYNETON,SA,-34.6205037,139.1051959,86
5665,DURHAM,LOCATION,18750130-319-197935178 (2 of 21).txt,DURAL,NSW,-33.66487088,151.0193343,80
5671,ALBURY,LOCATION,18970108-436-99423537 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5674,TURAMBA,LOCATION,18840119-289-93149612 (1 of 2).txt,TOWAMBA,NSW,-37.0800622,149.7013674,71
5675,TURAMBA,LOCATION,18840119-289-93149612 (1 of 2).txt,TOWAMBA,NSW,-37.0800622,149.7013674,71
5685,HORSHAM,LOCATION,18980211-101-33150385 (10 of 14).txt,SHOREHAM,VIC,-38.4194643,145.0428737,86
5686,ZEOHAN,LOCATION,18901225-74-39561028 (1 of 1).txt,ZEEHAN,TAS,-41.89137733,145.3514743,83
5690,WYANGLE,LOCATION,18920220-698-162178285 (3 of 3).txt,PYANGLE,NSW,-32.65856157,149.93869180000002,86
5696,BYWDOG,LOCATION,18840122-368-98430535 (1 of 1).txt,BYWONG,NSW,-35.16979886,149.332208,83
5697,HELENA,LOCATION,18950105-734-148336466 (1 of 1).txt,CHELONA,QLD,-21.26483772,149.1293136,83
5701,GRAFTON,LOCATION,18820919-8-858020 (1 of 1).txt,GRANTON,TAS,-42.76587796,147.2196843,86
5703,WOORAGEE,LOCATION,18850207-13-6066738 (11 of 14).txt,WOORREE,WA,-28.77246443,114.65405190000001,71
5705,LODDON,LOCATION,18571228-13-7144105 (4 of 6).txt,LOXTON,SA,-34.44128768,140.6077745,67
5713,COLLINS,LOCATION,18950216-193-68583708 (1 of 1).txt,COLLIE,WA,-33.34330547,116.1400187,83
5725,CAMDEN,LOCATION,18701008-697-166808759 (1 of 1).txt,CADDENS,NSW,-33.77412823,150.7380085,83
5728,THORPDALE,LOCATION,18980118-1495-255606078 (1 of 3).txt,THORNDALE,QLD,-28.71318877,151.87368519999998,89
5732,LOME,LOCATION,18810429-1052-208565891 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
5735,BALLARAT,LOCATION,18660830-558-148783350 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5738,KOKOWOOD,LOCATION,18660830-558-148783350 (1 of 2).txt,ROKEWOOD,VIC,-37.91077584,143.7645539,75
5740,BROULA,LOCATION,18881110-698-161886012 (2 of 4).txt,BOULIA,QLD,-22.91410975,139.9055375,83
5743,ECHUNGA,LOCATION,18780201-41-40781842 (4 of 4).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
5744,BERRY,LOCATION,18950925-367-101102570 (1 of 1).txt,KERRY,QLD,-28.18089307,153.0414697,80
5746,URAUNA,LOCATION,18720207-366-101093574 (1 of 3).txt,URALLA,NT,-14.49363685,132.2950382,67
5748,BULLAROOK,LOCATION,18620226-13-5710682 (1 of 6).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
5752,BROOKONG,LOCATION,18880302-436-254578553 (1 of 1).txt,BROOKTON,WA,-32.42961614,116.90474409999999,88
5759,BAY,LOCATION,18980209-736-149945506 (3 of 11).txt,HAY,NSW,-34.49820018,144.8313915,67
5762,SNETTON,LOCATION,18960613-966-199895244 (1 of 1).txt,NEWTON,SA,-34.88145646,138.6738761,83
5769,WOOLAHRA,LOCATION,18840105-289-93148281 (2 of 2).txt,BOOLARRA,VIC,-38.38981533,146.23415549999999,75
5778,DAYLESFORD,LOCATION,18820201-185-200665836 (2 of 3).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5783,BALLARAT,LOCATION,18860119-742-149481934 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5791,OAKVALE,LOCATION,18750119-8-18791257 (2 of 4).txt,ROADVALE,QLD,-27.9169647,152.6985918,86
5793,PENOLA,LOCATION,18760103-41-43010105 (2 of 2).txt,BENOWA,QLD,-28.01646043,153.3882932,67
5798,GLENELG,LOCATION,18760103-41-43010105 (2 of 2).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
5799,HOOKINA,LOCATION,18760103-41-43010105 (2 of 2).txt,MOORINA,QLD,-27.14683313,152.87183069999998,71
5801,BALLARAT,LOCATION,18980806-1324-240970927 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5802,NEWCASTLE,LOCATION,18960210-185-203770353 (2 of 2).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5803,NEWTOWN,LOCATION,18830308-558-150430096 (1 of 1).txt,NEWTON,SA,-34.88145646,138.6738761,83
5804,CAPE,LOCATION,18810305-232-249281028 (1 of 1).txt,COPE,NSW,-32.29757807,149.63366240000002,75
5806,EUROPE,LOCATION,18810305-232-249281028 (1 of 1).txt,EUROKA,NSW,-31.07562809,152.8126709,67
5809,PENOLA,LOCATION,18760108-821-159485069 (2 of 2).txt,BENOWA,QLD,-28.01646043,153.3882932,67
5814,GLENELG,LOCATION,18760108-821-159485069 (2 of 2).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
5815,HOOKINA,LOCATION,18760108-821-159485069 (2 of 2).txt,MOORINA,QLD,-27.14683313,152.87183069999998,71
5816,DRYSDALE,LOCATION,18740105-558-147365261 (1 of 1).txt,DAYSDALE,NSW,-35.66544048,146.4488904,88
5819,THE OAKS,LOCATION,18890316-698-161927478 (1 of 1).txt,SHE OAKS,VIC,-37.906732700000006,144.1359112,88
5821,GARDENS,LOCATION,18991028-621-223172306 (2 of 2).txt,CADDENS,NSW,-33.77412823,150.7380085,71
5822,BREANM,LOCATION,18550205-110-71571665 (3 of 3).txt,BREONA,TAS,-41.78561184,146.7025075,67
5823,YARRA,LOCATION,18550205-110-71571665 (3 of 3).txt,YERRA,QLD,-25.62718262,152.5210705,80
5824,ROSSVILLE,LOCATION,18981026-269-81636347 (1 of 1).txt,REESVILLE,QLD,-26.76033619,152.810619,78
5825,SEOTTSDALS,LOCATION,18980304-1622-258481881 (2 of 3).txt,SCOTTSDALE,TAS,-41.15502603,147.52191430000002,80
5826,COROWO,LOCATION,18851127-1224-234890353 (2 of 2).txt,MORORO,NSW,-29.343240500000004,153.2185582,67
5828,WHELAN,LOCATION,18851127-1224-234890353 (2 of 2).txt,WHALAN,NSW,-33.75465774,150.8096549,83
5829,URANA,LOCATION,18880608-436-254466928 (2 of 3).txt,URANIA,SA,-34.50470963,137.5950097,80
5830,BAROOGA,LOCATION,18880608-436-254466928 (2 of 3).txt,MAROONA,VIC,-37.443889500000004,142.8480208,71
5831,BAROOGA,LOCATION,18880608-436-254466928 (2 of 3).txt,MAROONA,VIC,-37.443889500000004,142.8480208,71
5834,DAYLESFORD,LOCATION,18670115-13-5783603 (1 of 1).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5837,BULLI,LOCATION,18680109-8-18730719 (1 of 2).txt,BULLA,VIC,-37.63335341,144.80105930000002,80
5839,MOUNT MORGAN,LOCATION,18940720-492-124723812 (1 of 2).txt,MOUNT DORAN,VIC,-37.72170693,144.04105980000003,82
5841,NORTH,LOCATION,18700128-28-3754026 (1 of 1).txt,FORTH,TAS,-41.19086765,146.2561441,80
5845,AUCKLAND,LOCATION,18880213-35-13665983 (1 of 1).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
5846,DAYLESFORD,LOCATION,18820211-49-60620068 (4 of 6).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5847,DAYLESFORD,LOCATION,18820211-49-60620068 (4 of 6).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5850,LOOKER,LOCATION,18851215-567-225772262 (1 of 1).txt,BROOKER,SA,-34.11287194,135.9238236,83
5853,BOWDEN,LOCATION,18980218-715-146809138 (1 of 1).txt,HOWDEN,TAS,-43.01057435,147.28692769999998,83
5854,LILYDALE,LOCATION,18980218-715-146809138 (1 of 1).txt,LILYVALE,NSW,-34.19332036,151.001026,88
5861,BALLARAT,LOCATION,18650228-13-5738103 (3 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5863,BALLARAT,LOCATION,18650228-13-5738103 (3 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5865,DAYLESFORD,LOCATION,18650228-13-5738103 (3 of 3).txt,DALYSFORD,QLD,-25.03210932,151.8804799,78
5870,MELBOURNO,LOCATION,18820328-1190-241179000 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
5875,PORTLAND,LOCATION,18510222-364-101734335 (4 of 6).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
5880,NORTH,LOCATION,18820315-108-61919467 (1 of 1).txt,FORTH,TAS,-41.19086765,146.2561441,80
5883,INVCRLOIGH,LOCATION,18630105-1190-244406810 (1 of 5).txt,INVERLEIGH,VIC,-38.08186475,144.00134580000002,80
5890,BULLI,LOCATION,18901203-356-132662548 (1 of 1).txt,BULLA,VIC,-37.63335341,144.80105930000002,80
5893,ALBURY,LOCATION,18940108-367-100444460 (1 of 3).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5901,BALLARAT,LOCATION,18940203-1190-241590628 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5902,JORDAN,LOCATION,18940203-1190-241590628 (1 of 1).txt,MARDAN,VIC,-38.47970174,146.10046369999998,67
5903,BRAZIL,LOCATION,18940203-1190-241590628 (1 of 1).txt,BARLIL,QLD,-26.18533642,151.88547880000002,67
5909,BALLARAT,LOCATION,18790301-558-150426031 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5918,CRIMEA,LOCATION,18550320-1100-207022846 (1 of 1).txt,CROMER,SA,-34.79034748,138.9758524,67
5920,YARRA,LOCATION,18990114-1178-228935175 (1 of 2).txt,YERRA,QLD,-25.62718262,152.5210705,80
5921,YARRA,LOCATION,18990114-1178-228935175 (1 of 2).txt,YERRA,QLD,-25.62718262,152.5210705,80
5933,GINGIN,LOCATION,18680325-180-69384202 (2 of 2).txt,GINGKIN,NSW,-33.83180041,149.9345751,83
5938,CIRRAJONG,LOCATION,18960110-296-228121749 (1 of 1).txt,CURRARONG,NSW,-35.01693377,150.82361550000002,78
5939,ALBURY,LOCATION,18860224-81-71718510 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
5940,NEWCASTLE,LOCATION,18860224-81-71718510 (1 of 1).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5943,WELLINGTON,LOCATION,18860224-81-71718510 (1 of 1).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
5944,BALLARAT,LOCATION,18790207-232-232166306 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5946,HORSHAM,LOCATION,18790207-232-232166306 (1 of 1).txt,SHOREHAM,VIC,-38.4194643,145.0428737,86
5949,MARORIG,LOCATION,18750122-582-197553019 (4 of 8).txt,MARONG,VIC,-36.72300204,144.13643059999998,67
5950,POJAR,LOCATION,18720120-366-101097042 (1 of 2).txt,PEJAR,NSW,-34.55435686,149.5310681,80
5951,COLOMBO,LOCATION,18941201-290-93852651 (2 of 2).txt,CALOMBA,SA,-34.38298934,138.404134,71
5952,BROOKONG,LOCATION,18941201-290-93852651 (2 of 2).txt,BROOKTON,WA,-32.42961614,116.90474409999999,88
5955,BODAWATER,LOCATION,18810428-1052-208566778 (1 of 1).txt,BROADWATER,NSW,-29.00714674,153.40994740000002,82
5956,LOME,LOCATION,18810428-1052-208566778 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
5959,ORANGE,LOCATION,18881117-7-33443853 (1 of 2).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
5960,PATIKA,LOCATION,18820602-985-192855795 (1 of 1).txt,PETINA,SA,-32.42851398,134.2919506,67
5961,BROOKONG,LOCATION,18800204-725-144452755 (2 of 2).txt,BROOKTON,WA,-32.42961614,116.90474409999999,88
5964,ECHNCN,LOCATION,18650301-809-155027199 (5 of 13).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
5966,LOME,LOCATION,18810509-1052-208566418 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
5968,GRAFTON,LOCATION,18821009-232-250067038 (1 of 1).txt,GRANTON,TAS,-42.76587796,147.2196843,86
5969,KIANDRA,LOCATION,18820117-487-123470107 (1 of 1).txt,KATANDRA,VIC,-36.23719907,145.5873314,71
5973,CARCOAT,LOCATION,18940102-35-13930348 (1 of 2).txt,CARCOAR,NSW,-33.5710048,149.15475930000002,86
5974,MUDGEE,LOCATION,18950308-907-194839849 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
5975,NEWCASTLE,LOCATION,18950122-275-78359133 (2 of 2).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
5977,ST. ARNAUD,LOCATION,18811101-582-201034237 (1 of 1).txt,ST ARNAUD,VIC,-36.57545531,143.23900859999998,89
5978,EGERTON,LOCATION,18880414-698-164363356 (1 of 1).txt,EVERTON,VIC,-36.43403454,146.53228169999997,86
5981,ORANGE,LOCATION,18881124-289-94764867 (1 of 2).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
5983,BALLARAT,LOCATION,18620315-8-18687174 (2 of 4).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
5984,KYNETON,LOCATION,18620315-8-18687174 (2 of 4).txt,KEYNETON,SA,-34.6205037,139.1051959,86
5985,BULLAROOK,LOCATION,18620315-8-18687174 (2 of 4).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
5986,QUALIN,LOCATION,18940127-734-148381476 (1 of 1).txt,DUBLIN,SA,-34.44989984,138.3951084,67
5988,WELLINGTON,LOCATION,18990505-714-148075665 (1 of 1).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
5991,MOSSEL BAY,LOCATION,18710610-464-120723914 (1 of 1).txt,MASSEY BAY,WA,-24.89655482,113.6694538,80
5997,SANDRIDGE,LOCATION,18750123-821-159451862 (3 of 3).txt,STANBRIDGE,NSW,-34.51703668,146.23215390000001,78
5999,GRAFTON,LOCATION,18881027-698-161888885 (3 of 8).txt,GRANTON,TAS,-42.76587796,147.2196843,86
6002,BALLARAT,LOCATION,18630102-13-6482312 (4 of 5).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
6008,GALATEA,LOCATION,18671127-809-185507928 (1 of 1).txt,YALATA,SA,-31.48069575,131.8416444,83
6013,LODDON,LOCATION,18571228-13-7144105 (3 of 6).txt,LOXTON,SA,-34.44128768,140.6077745,67
6014,BROADLANDS,LOCATION,18910314-960-198217005 (1 of 2).txt,BROOKLANDS,QLD,-26.76484776,151.7765212,80
6015,LOME,LOCATION,18910314-960-198217005 (1 of 2).txt,NOME,QLD,-19.37712019,146.9248368,75
6017,HEYTESBURY,LOCATION,18860108-558-150450361 (1 of 2).txt,EYNESBURY,VIC,-37.78914543,144.5669919,89
6018,CAMTERDOWX,LOCATION,18860108-558-150450361 (1 of 2).txt,CAMPERDOWN,VIC,-38.24335818,143.13594880000002,80
6021,PICTON,LOCATION,18881006-1093-207754564 (3 of 3).txt,WILTON,NSW,-34.24531162,150.6991925,67
6023,CAMDEN,LOCATION,18881006-1093-207754564 (3 of 3).txt,CADDENS,NSW,-33.77412823,150.7380085,83
6028,YABTREE,LOCATION,18660108-7-28783858 (1 of 1).txt,CRABTREE,TAS,-42.96518363,147.086196,86
6030,MELBDNRNE,LOCATION,18690123-985-189965190 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,78
6044,BALLMBA,LOCATION,18900125-34-24492456 (1 of 1).txt,CALOMBA,SA,-34.38298934,138.404134,71
6047,KIAMA,LOCATION,18740916-382-145066046 (1 of 1).txt,KIOMA,QLD,-28.19692831,149.8305796,80
6049,KIAMA,LOCATION,18740916-382-145066046 (1 of 1).txt,KIOMA,QLD,-28.19692831,149.8305796,80
6053,BALLARAT,LOCATION,18840105-621-221152179 (3 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
6058,SOOTLAND,LOCATION,18840105-621-221152179 (3 of 3).txt,PORTLAND,NSW,-33.35486532,149.98879130000003,75
6066,ECHUNGA,LOCATION,18780201-41-40781842 (3 of 4).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
6067,AUCKLAND,LOCATION,18860109-834-170805808 (1 of 1).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
6070,HORSHAM,LOCATION,18980211-101-33150385 (11 of 14).txt,SHOREHAM,VIC,-38.4194643,145.0428737,86
